game_id,stand_id,final_attendance,transaction_count,predicted_transaction_count,abs_pct_error
G2025078,STAND19,13524,322,340.5,0.05735397470309579
G2025078,STAND8,13524,335,338.7,0.011151182368073715
G2025078,STAND2,13524,345,340.6,0.012653077602688401
G2025078,STAND24,13524,331,340.5,0.028604168744401342
G2025078,STAND14,13524,307,340.5,0.10901622102409396
G2025079,STAND3,14923,367,349.0,0.04891183059304953
G2025079,STAND18,14923,318,349.0,0.09763949110802145
G2025080,STAND21,15698,361,398.9,0.10487192291889143
G2025081,STAND21,14749,444,385.5,0.1316867952151931
G2025075,STAND21,18000,379,406.2,0.07172897472125081
G2025012,STAND19,18000,505,478.5,0.05242462789126331
G2025012,STAND8,18000,469,469.0,4.197588989492907e-05
G2025012,STAND24,18000,459,478.5,0.04253935275579963
G2025012,STAND14,18000,473,478.5,0.011681951194317187
G2025012,STAND2,18000,493,478.7,0.029021762094142624
G2025013,STAND14,15784,464,388.7,0.16231874669160767
G2025013,STAND2,15784,437,394.1,0.0980755405331642
G2025013,STAND24,15784,434,389.2,0.10333519555766686
G2025013,STAND8,15784,445,388.7,0.12650380535185965
G2025013,STAND19,15784,458,389.2,0.15032199753717776
G2025014,STAND17,15622,401,394.0,0.01751473173126804
G2025014,STAND9,15622,418,385.0,0.0790164084616469
G2025015,STAND19,16045,417,434.3,0.04153089543428368
G2025015,STAND8,16045,420,433.0,0.030947722194782402
G2025015,STAND24,16045,421,433.3,0.02922295353322454
G2025015,STAND14,16045,411,433.3,0.05426487454376528
G2025015,STAND2,16045,428,433.3,0.012389867844597035
G2025016,STAND18,15779,405,432.9,0.0689273926812978
G2025016,STAND3,15779,422,431.8,0.0231509961574024
G2025017,STAND8,14569,339,372.4,0.09867244639190008
G2025017,STAND24,14569,358,374.4,0.0457691053313757
G2025017,STAND2,14569,361,374.6,0.037540299394205424
G2025017,STAND14,14569,313,374.4,0.19611929619371407
G2025017,STAND19,14569,326,374.4,0.14842128744979294
G2025018,STAND16,17215,396,423.9,0.07049993387115988
G2025018,STAND1,17215,359,423.9,0.18083001062111229
G2025018,STAND11,17215,393,423.9,0.07867168909155041
G2025018,STAND10,17215,406,423.9,0.04413294042605742
G2025018,STAND5,17215,373,423.9,0.13650931317152631
G2025019,STAND12,17518,467,448.4,0.039819633167425865
G2025019,STAND20,17518,426,449.1,0.05429011067068658
G2025019,STAND7,17518,454,448.4,0.012325481694246427
G2025019,STAND6,17518,443,448.4,0.01219916774449689
G2025019,STAND23,17518,394,447.1,0.13466393732488538
G2025020,STAND4,16628,442,447.5,0.012367149658554816
G2025021,STAND9,17476,390,431.1,0.10530527853984392
G2025021,STAND17,17476,377,431.1,0.14341925366190753
G2025022,STAND17,15576,381,360.8,0.05305075439878148
G2025022,STAND9,15576,359,365.0,0.016824035508711373
G2025023,STAND23,16739,362,451.0,0.24584579688396202
G2025023,STAND6,16739,355,451.0,0.2704117703436458
G2025023,STAND12,16739,377,451.0,0.19627633546948078
G2025023,STAND7,16739,318,451.0,0.41822697632702593
G2025023,STAND20,16739,376,451.0,0.19945792146806982
G2025024,STAND13,16144,463,430.7,0.06976444060314498
G2025024,STAND22,16144,444,425.4,0.041911123710643275
G2025024,STAND15,16144,437,425.4,0.026564162305550604
G2025000,STAND24,14091,371,354.8,0.043758883591065396
G2025000,STAND14,14091,353,358.3,0.015052697086758262
G2025000,STAND19,14091,395,354.8,0.1018596096513551
G2025000,STAND8,14091,340,354.8,0.04342780643445511
G2025000,STAND2,14091,376,354.7,0.05665148534259554
G2025025,STAND4,17053,463,415.9,0.10168202716203588
G2025026,STAND6,16577,430,432.0,0.004758482444791684
G2025026,STAND23,16577,429,432.9,0.009108251420993207
G2025026,STAND20,16577,419,433.4,0.03433185112589338
G2025026,STAND12,16577,399,432.0,0.08282242468987575
G2025026,STAND7,16577,389,432.0,0.11065847673845867
G2025027,STAND17,16574,480,373.1,0.22277287910653573
G2025027,STAND9,16574,442,377.8,0.14531966501029328
G2025028,STAND9,14630,342,344.6,0.0075135100158346515
G2025028,STAND17,14630,371,344.6,0.07124091529537614
G2025029,STAND23,17651,449,432.3,0.03714723151876368
G2025029,STAND20,17651,413,434.6,0.052309948083699785
G2025029,STAND7,17651,452,434.6,0.03848670672883183
G2025029,STAND12,17651,427,434.6,0.01780798257275881
G2025029,STAND6,17651,411,434.7,0.05771956101035872
G2025030,STAND12,14132,313,397.7,0.2707110562794523
G2025030,STAND6,14132,331,397.7,0.201608944457609
G2025030,STAND7,14132,330,397.7,0.2052501836832381
G2025030,STAND20,14132,351,397.7,0.13314119833466828
G2025030,STAND23,14132,322,395.8,0.22907042374918998
G2025031,STAND16,14897,343,340.6,0.006894653294361079
G2025031,STAND1,14897,353,337.5,0.043818632033434474
G2025031,STAND5,14897,323,340.6,0.05459793783292306
G2025031,STAND11,14897,335,340.6,0.01682129528368403
G2025031,STAND10,14897,350,333.8,0.04631851898712544
G2025032,STAND5,14244,408,329.2,0.1932382702662519
G2025032,STAND16,14244,424,329.2,0.2236821091241292
G2025032,STAND11,14244,404,329.2,0.18525053036789796
G2025032,STAND1,14244,396,329.2,0.168790945122805
G2025032,STAND10,14244,386,329.2,0.14725703178401756
G2025033,STAND15,18000,474,483.9,0.020844648944406935
G2025033,STAND22,18000,472,483.9,0.025134530854891552
G2025033,STAND13,18000,472,483.9,0.025170261863662897
G2025034,STAND20,17573,440,425.8,0.03235586118197721
G2025034,STAND23,17573,432,423.5,0.01972151488556222
G2025034,STAND7,17573,448,425.8,0.04963522080372762
G2025034,STAND6,17573,446,427.3,0.042029561516359955
G2025034,STAND12,17573,462,425.8,0.07843415350664497
G2025035,STAND3,13549,304,320.2,0.053448987590352756
G2025035,STAND18,13549,346,320.2,0.0744263230420022
G2025036,STAND18,13038,332,335.5,0.010560147081715727
G2025036,STAND3,13038,324,333.3,0.02869259268379279
G2025001,STAND17,15055,336,356.7,0.06169720048134527
G2025001,STAND9,15055,378,356.7,0.05626915512769309
G2025002,STAND21,15406,389,415.4,0.06778563490310359
G2025003,STAND18,13987,383,386.9,0.01026094893293512
G2025003,STAND3,13987,373,386.9,0.0373456928721559
G2025004,STAND21,18000,517,460.0,0.1101706356943418
G2025005,STAND1,15443,370,408.9,0.10523287330485256
G2025005,STAND5,15443,356,408.9,0.14869708742358273
G2025005,STAND16,15443,390,408.9,0.04855426441742423
G2025005,STAND11,15443,392,408.9,0.043204497762233285
G2025005,STAND10,15443,385,408.9,0.062171852267001164
G2025006,STAND14,14858,286,355.7,0.24385021937253282
G2025006,STAND2,14858,316,360.6,0.14125525112572224
G2025006,STAND19,14858,337,355.9,0.05599588072261678
G2025006,STAND24,14858,305,355.9,0.16678889115908804
G2025006,STAND8,14858,345,354.4,0.027323498462789322
G2025007,STAND4,16667,463,446.3,0.036161873434291975
G2025008,STAND13,15865,378,394.9,0.04477387003053611
G2025008,STAND22,15865,383,394.9,0.031134524468779762
G2025008,STAND15,15865,404,394.9,0.02246405229816176
G2025009,STAND21,15605,383,396.8,0.03611649939273306
G2025010,STAND3,18000,491,474.1,0.034333433988520665
G2025010,STAND18,18000,457,472.1,0.03314380436136826
G2025011,STAND18,14525,369,361.8,0.01948822758892689
G2025011,STAND3,14525,337,360.7,0.07021652926464149
G2025062,STAND21,18000,417,432.5,0.03720632589429617
G2025063,STAND21,17187,451,421.8,0.06463528800267575
G2025064,STAND20,15575,377,389.5,0.033158783838516906
G2025064,STAND6,15575,374,389.5,0.041446153762355276
G2025064,STAND7,15575,351,389.5,0.1096890641228515
G2025064,STAND12,15575,347,389.5,0.12248086889660194
G2025064,STAND23,15575,368,386.2,0.04936335139783032
G2025065,STAND24,14369,315,330.3,0.048684223296664816
G2025065,STAND8,14369,324,330.3,0.01955410598286857
G2025065,STAND2,14369,333,330.3,0.008200847862105839
G2025065,STAND19,14369,305,332.2,0.08933631227775837
G2025065,STAND14,14369,306,334.0,0.09147024735751567
G2025066,STAND13,16398,481,450.5,0.06334024601791316
G2025066,STAND22,16398,454,446.4,0.016718809996640834
G2025066,STAND15,16398,436,448.6,0.028821236019475557
G2025067,STAND21,14687,396,408.1,0.030558624024416843
G2025068,STAND2,18000,392,404.9,0.03296929019195701
G2025068,STAND19,18000,390,413.5,0.060130586595681004
G2025068,STAND24,18000,405,406.0,0.0025547615845914187
G2025068,STAND8,18000,411,395.0,0.0388988517464271
G2025068,STAND14,18000,376,406.0,0.0798794639408498
G2025069,STAND22,11214,258,311.1,0.20563902282850766
G2025069,STAND13,11214,277,311.1,0.1229417613348555
G2025069,STAND15,11214,302,312.9,0.03594188842536288
G2025070,STAND17,14686,429,399.6,0.06851128859189945
G2025070,STAND9,14686,386,402.5,0.04286026634483915
G2025071,STAND22,14483,423,330.5,0.21870654332026757
G2025071,STAND13,14483,412,331.8,0.1946313200191783
G2025071,STAND15,14483,378,331.8,0.12219075092037424
G2025072,STAND10,17744,440,440.8,0.0018226613788712598
G2025072,STAND11,17744,408,440.1,0.07869247942574913
G2025072,STAND5,17744,399,440.1,0.10302388873610437
G2025072,STAND1,17744,425,439.5,0.03405399269578418
G2025072,STAND16,17744,452,440.1,0.02631298317321761
G2025073,STAND12,18000,490,445.4,0.09092489749971554
G2025073,STAND20,18000,496,445.4,0.10192177373963834
G2025073,STAND6,18000,502,443.5,0.11656154397026551
G2025073,STAND7,18000,467,445.4,0.04615246204466941
G2025073,STAND23,18000,458,445.4,0.02740873313288344
G2025074,STAND11,17415,390,427.1,0.09518431102231535
G2025074,STAND10,17415,427,427.1,0.00028543629672830867
G2025074,STAND5,17415,427,427.1,0.00028543629672830867
G2025074,STAND1,17415,412,426.9,0.036221913207610104
G2025074,STAND16,17415,396,427.1,0.07859060934015906
G2025050,STAND20,18000,403,435.5,0.08064269053677356
G2025050,STAND7,18000,389,435.5,0.11953471538899678
G2025050,STAND12,18000,444,435.5,0.019146386742523096
G2025050,STAND23,18000,390,435.5,0.11666411355466602
G2025050,STAND6,18000,439,433.5,0.012441209594289121
G2025051,STAND2,14293,307,333.7,0.08694744140601009
G2025051,STAND24,14293,289,333.7,0.1546465900056924
G2025051,STAND19,14293,282,333.7,0.18318141889753514
G2025051,STAND14,14293,291,333.7,0.14671087461046425
G2025051,STAND8,14293,261,333.8,0.2791138251853216
G2025052,STAND14,13628,366,359.2,0.018667122762130655
G2025052,STAND2,13628,365,359.2,0.015978539536821424
G2025052,STAND19,13628,368,359.2,0.024000453616684295
G2025052,STAND8,13628,365,359.5,0.01503956116415192
G2025052,STAND24,13628,375,359.2,0.04221911181583952
G2025053,STAND23,16034,462,392.6,0.15024924882048327
G2025053,STAND6,16034,465,390.1,0.16112525138505882
G2025053,STAND20,16034,455,390.1,0.14268844372319198
G2025053,STAND7,16034,463,390.1,0.15750160236296404
G2025053,STAND12,16034,436,390.1,0.10532853645424851
G2025054,STAND24,16082,480,418.8,0.12760236596516752
G2025054,STAND19,16082,392,418.2,0.06675143261565034
G2025054,STAND8,16082,450,418.8,0.06944252369617869
G2025054,STAND2,16082,441,418.4,0.05132882575376364
G2025054,STAND14,16082,397,419.5,0.056765151189601626
G2025055,STAND24,16404,458,394.2,0.1393562131754388
G2025055,STAND8,16404,440,393.9,0.10484083125006795
G2025055,STAND19,16404,450,395.2,0.12179916816831603
G2025055,STAND14,16404,430,394.2,0.08331429217290924
G2025055,STAND2,16404,438,394.2,0.10005741012408899
G2025056,STAND18,15388,451,348.0,0.22830016361632388
G2025056,STAND3,15388,455,346.9,0.23760274164497552
G2025057,STAND4,16146,414,429.5,0.037444658670540705
G2025058,STAND21,14297,317,316.2,0.002398854418357323
G2025059,STAND21,15014,391,333.1,0.14814275833795207
G2025060,STAND9,12746,276,311.4,0.12822604793915598
G2025060,STAND17,12746,289,309.7,0.0717857885873228
G2025061,STAND4,18000,471,449.6,0.045470076249357456
G2025037,STAND1,13257,357,315.3,0.11688448131116588
G2025037,STAND16,13257,345,311.7,0.09652099909639436
G2025037,STAND10,13257,360,314.3,0.12681758830900583
G2025037,STAND11,13257,356,315.3,0.11440381974181522
G2025037,STAND5,13257,357,315.3,0.11688448131116588
G2025038,STAND14,13448,342,345.0,0.008654897338421914
G2025038,STAND2,13448,317,344.4,0.0865374305277168
G2025038,STAND24,13448,312,345.0,0.10574631423356369
G2025038,STAND19,13448,339,345.0,0.017678023719386052
G2025038,STAND8,13448,315,339.4,0.07744922849510838
G2025039,STAND16,13972,359,375.8,0.046699453826026006
G2025039,STAND5,13972,354,375.8,0.061483344416789085
G2025039,STAND11,13972,368,375.8,0.021100825879193846
G2025039,STAND1,13972,359,375.8,0.046699453826026006
G2025039,STAND10,13972,369,375.8,0.01833361496895213
G2025040,STAND11,14644,321,379.5,0.1821331899255534
G2025040,STAND10,14644,295,377.6,0.2799674885590789
G2025040,STAND5,14644,314,379.5,0.20848647759905303
G2025040,STAND1,14644,339,379.5,0.11936505594720545
G2025040,STAND16,14644,342,379.5,0.10954606422837032
G2025041,STAND4,15559,338,379.1,0.12164534475319372
G2025042,STAND20,17902,370,416.6,0.12584722039878737
G2025042,STAND23,17902,378,420.3,0.11193551449646254
G2025042,STAND12,17902,365,416.6,0.14126978506178448
G2025042,STAND7,17902,376,416.6,0.10788157326476418
G2025042,STAND6,17902,375,416.6,0.11083592412680354
G2025043,STAND22,16041,407,380.6,0.06481653218700072
G2025043,STAND15,16041,434,380.6,0.1229961488481781
G2025043,STAND13,16041,385,380.6,0.011377476883400765
G2025044,STAND8,17683,394,382.8,0.028428262627386115
G2025044,STAND19,17683,387,382.2,0.012364439861950346
G2025044,STAND2,17683,368,382.4,0.03916409790945793
G2025044,STAND24,17683,399,382.8,0.04060334705561436
G2025044,STAND14,17683,416,383.4,0.07832118029112664
G2025045,STAND24,13582,337,336.4,0.0017749517583759854
G2025045,STAND8,13582,315,333.4,0.0583341802369876
G2025045,STAND2,13582,378,333.0,0.11904509634875134
G2025045,STAND14,13582,393,333.0,0.15266932931253946
G2025045,STAND19,13582,372,334.0,0.10210625392800872
G2025046,STAND12,15711,384,387.1,0.008096620497211196
G2025046,STAND20,15711,387,387.1,0.00028191801273669156
G2025046,STAND7,15711,380,387.1,0.018708163870866053
G2025046,STAND6,15711,352,387.1,0.09974176781513949
G2025046,STAND23,15711,331,387.1,0.16951390414177975
G2025047,STAND4,13811,377,356.6,0.05416905272534404
G2025048,STAND18,17196,354,390.1,0.10184837020170806
G2025048,STAND3,17196,366,387.9,0.05984587352069066
G2025049,STAND21,16073,349,427.4,0.22472221053375055
G2025076,STAND13,15518,337,411.1,0.21997948627003683
G2025076,STAND15,15518,318,411.3,0.29327009600125187
G2025076,STAND22,15518,317,407.0,0.2840246824635119
G2025077,STAND15,17536,459,436.3,0.04942105284083421
G2025077,STAND13,17536,487,436.3,0.10407446253376366
G2025077,STAND22,17536,498,434.8,0.126857662604487
G2025078,STAND17,13524,348,338.8,0.026549054788156074
G2025078,STAND9,13524,362,326.0,0.09953642848331655
G2025079,STAND4,14923,337,349.0,0.035754772024779884
G2025080,STAND5,15698,344,400.4,0.1638151013754742
G2025080,STAND16,15698,328,400.4,0.22058656973525342
G2025080,STAND1,15698,320,400.4,0.25110123397863476
G2025080,STAND10,15698,322,399.1,0.23929134447631606
G2025080,STAND11,15698,351,400.4,0.14060511359875533
G2025081,STAND1,14749,467,386.6,0.17217493271174877
G2025081,STAND5,14749,403,388.4,0.036328428710933294
G2025081,STAND16,14749,389,386.8,0.005674140152234076
G2025081,STAND11,14749,409,386.8,0.054296431587332654
G2025081,STAND10,14749,415,386.8,0.06796925426317844
G2025075,STAND10,18000,385,406.9,0.05696875574095937
G2025075,STAND11,18000,406,406.2,0.00045635817574890466
G2025075,STAND16,18000,368,406.2,0.10376435168302732
G2025012,STAND17,18000,490,478.5,0.02341721854099586
G2025012,STAND9,18000,491,478.5,0.025406185509344134
G2025013,STAND9,15784,455,389.2,0.14471972499346686
G2025013,STAND17,15784,463,390.4,0.15686484596077585
G2025014,STAND14,15622,443,397.7,0.10228774118720399
G2025014,STAND8,15622,430,396.8,0.07713344356414707
G2025014,STAND19,15622,425,396.8,0.06627618995901939
G2025014,STAND24,15622,459,396.8,0.13544091662872165
G2025014,STAND2,15622,422,396.8,0.05979571897894289
G2025015,STAND9,16045,388,434.0,0.11854282677274619
G2025015,STAND17,16045,410,430.2,0.049361656442588
G2025016,STAND4,15779,400,432.9,0.08228898508981403
G2025017,STAND9,14569,323,359.9,0.1141955812485296
G2025017,STAND17,14569,320,372.7,0.1646196524623667
G2025018,STAND21,17215,367,423.9,0.155089846901851
G2025019,STAND13,17518,458,450.0,0.017416857039604845
G2025019,STAND22,17518,453,448.4,0.010145184744344102
G2025019,STAND15,17518,467,448.4,0.039819633167425865
G2025020,STAND3,16628,451,447.5,0.007835299004254483
G2025020,STAND18,16628,435,450.6,0.03592106162656947
G2025021,STAND14,17476,402,431.1,0.0723110911207441
G2025021,STAND24,17476,398,431.1,0.08308808701140485
G2025021,STAND8,17476,369,429.2,0.16314626094000143
G2025021,STAND2,17476,388,431.2,0.11143238918354327
G2025021,STAND19,17476,404,431.1,0.06700262037262161
G2025022,STAND2,15576,412,364.1,0.11619202521431084
G2025022,STAND24,15576,421,363.9,0.13574288154372752
G2025022,STAND8,15576,425,363.5,0.14459428998961932
G2025022,STAND19,15576,404,363.9,0.09937562655918142
G2025022,STAND14,15576,438,363.9,0.16928710760253263
G2025023,STAND13,16739,355,451.0,0.2704117703436458
G2025023,STAND15,16739,372,451.0,0.21235531847310285
G2025023,STAND22,16739,352,452.0,0.28413294743522644
G2025024,STAND20,16144,469,425.4,0.09298195933374331
G2025024,STAND23,16144,427,425.4,0.003767070087882002
G2025024,STAND6,16144,498,425.7,0.14518519277957836
G2025024,STAND12,16144,487,425.4,0.12650624009758854
G2025024,STAND7,16144,423,425.4,0.005653572275353157
G2025000,STAND17,14091,373,352.9,0.05389231147622783
G2025000,STAND9,14091,381,355.6,0.06662013402124989
G2025025,STAND3,17053,439,415.9,0.05257124960369616
G2025025,STAND18,17053,375,423.0,0.12792511781232663
G2025026,STAND15,16577,447,432.0,0.033453808833869295
G2025026,STAND13,16577,434,432.0,0.0045019643980174565
G2025026,STAND22,16577,430,432.0,0.004758482444791684
G2025027,STAND2,16574,497,377.1,0.2412938536919268
G2025027,STAND24,16574,447,377.1,0.15642739437335038
G2025027,STAND19,16574,479,378.1,0.21066289212166775
G2025027,STAND14,16574,507,377.1,0.256258471962303
G2025027,STAND8,16574,439,376.8,0.14174912391928599
G2025028,STAND2,14630,395,344.4,0.12807552484079285
G2025028,STAND19,14630,367,344.6,0.06111820047570722
G2025028,STAND14,14630,380,344.4,0.09357849641463689
G2025028,STAND8,14630,346,343.1,0.008307469388566724
G2025028,STAND24,14630,376,344.6,0.0835914350387887
G2025029,STAND22,17651,480,434.6,0.09457498216964998
G2025029,STAND13,17651,434,437.7,0.008573319386627073
G2025029,STAND15,17651,396,434.6,0.09748487009739397
G2025030,STAND22,14132,329,397.7,0.20891355810172818
G2025030,STAND13,14132,325,401.1,0.234137011349436
G2025030,STAND15,14132,347,397.7,0.1462033447131659
G2025031,STAND21,14897,337,340.6,0.010786747537193324
G2025032,STAND21,14244,369,329.2,0.10797077037569316
G2025033,STAND20,18000,435,483.9,0.11236865195321584
G2025033,STAND23,18000,495,481.3,0.027593687940981514
G2025033,STAND6,18000,494,483.9,0.02048509392783626
G2025033,STAND7,18000,458,483.9,0.05650734410403687
G2025033,STAND12,18000,490,483.9,0.012489053878267575
G2025034,STAND22,17573,439,425.8,0.030151660410182173
G2025034,STAND15,17573,430,425.8,0.0098525091164418
G2025034,STAND13,17573,438,430.1,0.01804340218285201
G2025035,STAND4,13549,341,320.2,0.06085486150302863
G2025036,STAND4,13038,329,333.3,0.013058966655163718
G2025001,STAND8,15055,386,355.3,0.07956928878789515
G2025001,STAND24,15055,367,356.7,0.02798294451844139
G2025001,STAND19,15055,411,356.7,0.1320431645699951
G2025001,STAND2,15055,391,356.6,0.08805420300715247
G2025001,STAND14,15055,396,356.6,0.09949290328597339
G2025002,STAND11,15406,379,415.4,0.09595939835701134
G2025002,STAND10,15406,350,415.4,0.18676746279230655
G2025002,STAND1,15406,336,415.4,0.23621610707531934
G2025002,STAND5,15406,350,415.4,0.18676746279230655
G2025002,STAND16,15406,387,415.0,0.07238780082213636
G2025003,STAND4,13987,383,386.9,0.01026094893293512
G2025004,STAND10,18000,486,464.4,0.044398276065183345
G2025004,STAND16,18000,450,463.7,0.03038832953645687
G2025004,STAND5,18000,488,464.3,0.04864628002806113
G2025004,STAND11,18000,481,463.7,0.0360192343214021
G2025004,STAND1,18000,463,459.1,0.008479584474798562
G2025005,STAND21,15443,359,408.9,0.1390979474172575
G2025006,STAND17,14858,299,355.9,0.190202715061946
G2025006,STAND9,14858,304,355.9,0.17062701251158505
G2025007,STAND18,16667,479,446.3,0.06835688392500457
G2025007,STAND3,16667,470,446.3,0.05051690936186635
G2025008,STAND6,15865,366,394.9,0.07902875101514385
G2025008,STAND12,15865,381,394.9,0.03654730412478386
G2025008,STAND20,15865,394,394.9,0.002346504750108247
G2025008,STAND7,15865,363,394.9,0.08794634399874009
G2025008,STAND23,15865,382,393.5,0.03011426496104844
G2025009,STAND10,15605,397,395.5,0.003697639003457416
G2025009,STAND11,15605,383,396.8,0.03611649939273306
G2025009,STAND16,15605,378,396.8,0.04982174409369513
G2025009,STAND5,15605,382,396.8,0.03882884624978209
G2025009,STAND1,15605,349,393.7,0.12816478005610385
G2025010,STAND4,18000,490,475.2,0.030223199120659933
G2025011,STAND4,14525,340,361.8,0.06414365888142935
G2025075,STAND5,18000,402,406.2,0.010411147809338446
G2025075,STAND1,18000,407,406.2,0.0020017655544126408
G2025062,STAND1,18000,427,436.1,0.021423898930449194
G2025062,STAND5,18000,426,436.7,0.025196882390146433
G2025062,STAND16,18000,461,436.1,0.05390888320324988
G2025062,STAND11,18000,474,436.1,0.07985652986645189
G2025062,STAND10,18000,478,434.1,0.09191490722243864
G2025063,STAND11,17187,466,421.8,0.09474359418284713
G2025063,STAND16,17187,464,421.8,0.09084162691639389
G2025063,STAND1,17187,463,421.8,0.08887800192053297
G2025063,STAND5,17187,454,421.8,0.07081611209076379
G2025063,STAND10,17187,480,421.8,0.12114690601918075
G2025064,STAND22,15575,367,389.5,0.06131024933820402
G2025064,STAND15,15575,443,389.5,0.12076554964532533
G2025064,STAND13,15575,333,389.5,0.16967225677814077
G2025065,STAND9,14369,319,330.7,0.036742336675885445
G2025065,STAND17,14369,308,331.3,0.07552908029947096
G2025066,STAND12,16398,438,450.3,0.0281141734923315
G2025066,STAND23,16398,500,451.4,0.09726548711244641
G2025066,STAND6,16398,478,452.5,0.05328475506148364
G2025066,STAND7,16398,446,448.6,0.005753495301550095
G2025066,STAND20,16398,420,448.6,0.06801442596307462
G2025067,STAND11,14687,425,408.1,0.03976184679136689
G2025067,STAND16,14687,412,408.1,0.009463070112453712
G2025067,STAND10,14687,430,406.4,0.05483840586370971
G2025067,STAND1,14687,406,412.1,0.01510379770500772
G2025067,STAND5,14687,408,408.1,0.00024807625899281966
G2025068,STAND17,18000,380,409.6,0.07778391340148402
G2025068,STAND9,18000,390,406.0,0.041114560107075704
G2025069,STAND12,11214,287,311.1,0.08381487069601036
G2025069,STAND6,11214,287,311.1,0.08381487069601036
G2025069,STAND23,11214,286,302.3,0.057065779434448106
G2025069,STAND7,11214,289,311.1,0.07631442176385804
G2025069,STAND20,11214,295,309.8,0.05012756609927407
G2025070,STAND14,14686,446,399.8,0.10362803586015185
G2025070,STAND2,14686,414,401.6,0.029890397627081643
G2025070,STAND19,14686,420,401.7,0.04359098081209795
G2025070,STAND8,14686,404,401.7,0.005713395893765199
G2025070,STAND24,14686,374,401.7,0.07404221406128038
G2025071,STAND23,14483,331,329.7,0.0038516681687110715
G2025071,STAND12,14483,358,329.4,0.07985035059360511
G2025071,STAND6,14483,361,331.8,0.08085347326288493
G2025071,STAND20,14483,396,331.8,0.16209117133308448
G2025071,STAND7,14483,389,331.8,0.1470131204316233
G2025072,STAND21,17744,422,440.1,0.04290647299930247
G2025073,STAND15,18000,495,445.4,0.10010747429264771
G2025073,STAND22,18000,424,445.4,0.05058207600268723
G2025073,STAND13,18000,485,449.7,0.07273346021488777
G2025074,STAND21,17415,408,427.1,0.04686735612427203
G2025050,STAND13,18000,390,439.8,0.12763198937681997
G2025050,STAND22,18000,385,435.5,0.1311662448995318
G2025050,STAND15,18000,404,435.5,0.07796783239188056
G2025051,STAND9,14293,315,334.4,0.06153846940312092
G2025051,STAND17,14293,333,330.6,0.007122281634778844
G2025052,STAND17,13628,340,359.2,0.05637597961488288
G2025052,STAND9,13628,354,359.2,0.01459839850017
G2025053,STAND15,16034,443,387.5,0.1251828341862652
G2025053,STAND22,16034,434,390.1,0.1012056264839916
G2025053,STAND13,16034,445,390.1,0.12342301549225247
G2025054,STAND9,16082,436,418.7,0.039597987677972415
G2025054,STAND17,16082,417,414.8,0.005394722251195163
G2025055,STAND17,16404,469,390.2,0.1680875955663124
G2025055,STAND9,16404,458,394.9,0.13784583468125106
G2025056,STAND4,15388,415,348.0,0.1613575272071375
G2025057,STAND18,16146,442,429.5,0.028275817444335178
G2025057,STAND3,16146,432,429.5,0.005782202107398491
G2025058,STAND16,14297,317,316.2,0.002398854418357323
G2025058,STAND11,14297,297,316.2,0.06477967390363881
G2025058,STAND1,14297,325,316.0,0.02756581510088276
G2025058,STAND5,14297,283,316.2,0.11745428674692837
G2025058,STAND10,14297,305,316.2,0.036851026719281074
G2025059,STAND11,15014,413,333.1,0.19352014167103937
G2025059,STAND5,15014,389,333.1,0.14376302958904694
G2025059,STAND1,15014,398,336.5,0.1545469268009741
G2025059,STAND10,15014,393,331.4,0.15675711996234987
G2025059,STAND16,15014,378,333.1,0.11884608071465412
G2025060,STAND2,12746,275,306.8,0.11553114505519654
G2025060,STAND14,12746,302,306.0,0.013403199749446258
G2025060,STAND19,12746,287,306.1,0.06648307134308135
G2025060,STAND24,12746,285,306.1,0.07396716307180473
G2025060,STAND8,12746,299,300.0,0.003232845016398423
G2025061,STAND3,18000,452,448.9,0.006876119440829673
G2025061,STAND18,18000,459,446.9,0.02636943639596094
G2025037,STAND21,13257,355,315.3,0.11190918261432738
G2025038,STAND9,13448,293,352.0,0.20122035318644818
G2025038,STAND17,13448,297,345.0,0.16159208767970326
G2025039,STAND21,13972,331,378.7,0.14400191919002522
G2025040,STAND21,14644,323,379.5,0.17481347977121564
G2025041,STAND3,15559,395,378.8,0.04107832753357982
G2025041,STAND18,15559,397,378.8,0.04590916719336027
G2025042,STAND15,17902,370,416.6,0.12584722039878737
G2025042,STAND13,17902,423,416.6,0.015216379320209621
G2025042,STAND22,17902,382,414.2,0.08418337246414345
G2025043,STAND6,16041,405,380.6,0.06019834222249208
G2025043,STAND23,16041,421,377.7,0.10286929534385661
G2025043,STAND20,16041,427,380.6,0.1086190365342138
G2025043,STAND7,16041,351,380.6,0.08438652820481682
G2025043,STAND12,16041,394,380.6,0.03396022487337384
G2025044,STAND17,17683,409,382.9,0.06377970909933549
G2025044,STAND9,17683,389,382.5,0.016611763224460164
G2025045,STAND17,13582,365,335.2,0.08170271893829135
G2025045,STAND9,13582,365,333.8,0.08547110569648834
G2025046,STAND15,15711,387,387.1,0.00028191801273669156
G2025046,STAND22,15711,388,385.5,0.006545801853457928
G2025046,STAND13,15711,367,387.1,0.054793194198716894
G2025047,STAND3,13811,372,357.6,0.038591494555778504
G2025047,STAND18,13811,386,356.6,0.07622210590014171
G2025048,STAND4,17196,415,390.1,0.06011006493637434
G2025049,STAND11,16073,365,427.4,0.17103575746925737
G2025049,STAND5,16073,373,427.4,0.14591970905168616
G2025049,STAND16,16073,352,427.4,0.2142842371485197
