sth_account_id,fan_id,membership_tier,tenure_years,predicted_annual_spend,churn_probability,implied_lifetime_years,clv
STH503755,TF110970,Platinum,4,6835.735548052336,0.02,12.0,82029.0
STH504286,TF112570,Platinum,8,6834.383257558662,0.02,12.0,82013.0
STH507937,TF123331,Platinum,3,6834.092174598496,0.02,12.0,82009.0
STH504394,TF112916,Silver,8,6833.8109465042935,0.02,12.0,82006.0
STH504622,TF113608,Platinum,5,6833.178627278793,0.02,12.0,81998.0
STH508387,TF124646,Bronze,4,6832.33069668657,0.02,12.0,81988.0
STH504572,TF113468,Platinum,9,6832.191416858471,0.02,12.0,81986.0
STH502367,TF106902,Platinum,6,6831.809764095286,0.02,12.0,81982.0
STH503814,TF111153,Bronze,5,6831.713467674447,0.02,12.0,81981.0
STH503103,TF109027,Platinum,3,6831.698194837453,0.02,12.0,81980.0
STH504210,TF112327,Gold,8,6831.33715891855,0.023,12.0,81976.0
STH506573,TF119512,Platinum,3,6831.038140943397,0.02,12.0,81972.0
STH503832,TF111206,Silver,2,6830.8237071504045,0.02,12.0,81970.0
STH502082,TF106106,Platinum,3,6830.331917176776,0.02,12.0,81964.0
STH506455,TF119162,Bronze,3,6830.348263528597,0.02,12.0,81964.0
STH506300,TF118701,Bronze,3,6830.2085272805225,0.02,12.0,81963.0
STH505268,TF115662,Platinum,9,6829.718492501945,0.02,12.0,81957.0
STH505665,TF116914,Silver,4,6829.673303858473,0.02,12.0,81956.0
STH501232,TF103628,Platinum,4,6829.602970160684,0.02,12.0,81955.0
STH501234,TF103633,Silver,4,6828.909246715192,0.02,12.0,81947.0
STH504788,TF114139,Bronze,2,6828.017388194664,0.02,12.0,81936.0
STH505191,TF115417,Gold,3,6827.933589785246,0.02,12.0,81935.0
STH505513,TF116419,Platinum,8,6827.833156882346,0.02,12.0,81934.0
STH507037,TF120820,Bronze,9,6827.850538931751,0.02,12.0,81934.0
STH500696,TF101995,Bronze,2,6827.54600296847,0.02,12.0,81931.0
STH506684,TF119822,Silver,2,6827.245846872234,0.02,12.0,81927.0
STH507278,TF121497,Silver,3,6827.131925708204,0.02,12.0,81926.0
STH500493,TF101418,Bronze,2,6826.81335215254,0.02,12.0,81922.0
STH501946,TF105712,Platinum,6,6826.138122832605,0.02,12.0,81914.0
STH506660,TF119766,Bronze,5,6825.899516826199,0.02,12.0,81911.0
STH501277,TF103773,Platinum,9,6825.958235080224,0.02,12.0,81911.0
STH501261,TF103720,Silver,2,6824.9407866223455,0.02,12.0,81899.0
STH500318,TF100884,Bronze,6,6824.863056884076,0.02,12.0,81898.0
STH503527,TF110331,Bronze,3,6824.5062944362435,0.02,12.0,81894.0
STH502727,TF107910,Bronze,3,6824.45043543426,0.02,12.0,81893.0
STH507518,TF122181,Gold,3,6824.233802881816,0.02,12.0,81891.0
STH502232,TF106506,Silver,7,6824.271996645821,0.02,12.0,81891.0
STH501118,TF103269,Platinum,5,6824.153892786181,0.02,12.0,81890.0
STH504774,TF114110,Silver,7,6823.7918024031915,0.02,12.0,81886.0
STH506165,TF118282,Silver,8,6823.626926875819,0.02,12.0,81884.0
STH500786,TF102283,Silver,8,6823.626926875819,0.02,12.0,81884.0
STH502517,TF107336,Bronze,9,6822.983728761831,0.02,12.0,81876.0
STH506760,TF120043,Bronze,2,6822.691637956227,0.02,12.0,81872.0
STH506722,TF119926,Bronze,5,6822.629191659838,0.02,12.0,81872.0
STH501414,TF104145,Bronze,5,6822.629191659838,0.02,12.0,81872.0
STH500284,TF100779,Silver,4,6822.278856548037,0.02,12.0,81867.0
STH506212,TF118438,Bronze,2,6822.2724070262275,0.02,12.0,81867.0
STH500946,TF102757,Bronze,3,6821.962690940135,0.02,12.0,81864.0
STH502599,TF107565,Gold,2,6821.995613810408,0.02,12.0,81864.0
STH505375,TF115988,Gold,7,6821.798209060077,0.02,12.0,81862.0
STH500355,TF100979,Gold,2,6821.850263724768,0.02,12.0,81862.0
STH503934,TF111501,Gold,3,6821.73805202051,0.02,12.0,81861.0
STH503947,TF111555,Bronze,7,6821.659476051688,0.02,12.0,81860.0
STH508315,TF124428,Silver,6,6821.553613331784,0.02,12.0,81859.0
STH507075,TF120918,Silver,3,6821.498662543738,0.02,12.0,81858.0
STH507860,TF123105,Bronze,4,6821.233743924043,0.02,12.0,81855.0
STH505449,TF116230,Bronze,4,6821.233743924043,0.02,12.0,81855.0
STH507813,TF122966,Bronze,4,6821.133140037448,0.02,12.0,81854.0
STH500127,TF100344,Gold,4,6821.0091050044175,0.02,12.0,81852.0
STH500086,TF100261,Silver,6,6820.820962515853,0.02,12.0,81850.0
STH502130,TF106237,Silver,4,6820.644886845849,0.02,12.0,81848.0
STH506745,TF120003,Silver,8,6820.636074205605,0.02,12.0,81848.0
STH502053,TF106017,Silver,8,6820.567104525793,0.02,12.0,81847.0
STH501392,TF104071,Silver,8,6820.496337957531,0.02,12.0,81846.0
STH504599,TF113542,Bronze,7,6820.526804575856,0.02,12.0,81846.0
STH503684,TF110765,Silver,4,6820.472177517286,0.02,12.0,81846.0
STH504565,TF113439,Bronze,9,6820.201582019505,0.02,12.0,81842.0
STH502244,TF106530,Silver,7,6820.092015499761,0.02,12.0,81841.0
STH507535,TF122232,Silver,8,6820.0957192996,0.02,12.0,81841.0
STH507734,TF122751,Silver,5,6820.040768511553,0.02,12.0,81840.0
STH501284,TF103792,Bronze,6,6819.675246005265,0.02,12.0,81836.0
STH504338,TF112728,Bronze,3,6819.419087444027,0.02,12.0,81833.0
STH502034,TF105961,Silver,9,6819.366772283508,0.02,12.0,81832.0
STH504059,TF111902,Gold,6,6819.07982574604,0.02,12.0,81829.0
STH502383,TF106933,Bronze,7,6818.967958280285,0.02,12.0,81828.0
STH507796,TF122921,Bronze,7,6818.946298989173,0.02,12.0,81827.0
STH500544,TF101537,Gold,3,6818.900046276198,0.02,12.0,81827.0
STH505531,TF116462,Silver,6,6818.823643071428,0.02,12.0,81826.0
STH504926,TF114589,Bronze,6,6818.769655725459,0.02,12.0,81825.0
STH506489,TF119283,Gold,7,6818.75149738788,0.02,12.0,81825.0
STH502476,TF107236,Silver,3,6818.785485481222,0.02,12.0,81825.0
STH507643,TF122508,Platinum,9,6818.677445318342,0.02,12.0,81824.0
STH508117,TF123864,Bronze,4,6818.419962974933,0.02,12.0,81821.0
STH506010,TF117901,Bronze,8,6817.898724929676,0.02,12.0,81815.0
STH504173,TF112225,Bronze,8,6817.898724929676,0.02,12.0,81815.0
STH507408,TF121876,Silver,8,6817.784957783465,0.02,12.0,81813.0
STH504612,TF113585,Silver,8,6817.729098781481,0.02,12.0,81813.0
STH507397,TF121840,Bronze,2,6817.604430964011,0.02,12.0,81811.0
STH501315,TF103863,Bronze,8,6817.311761693276,0.02,12.0,81808.0
STH504309,TF112628,Silver,5,6817.327591449038,0.02,12.0,81808.0
STH504700,TF113831,Bronze,2,6817.164679944602,0.02,12.0,81806.0
STH501259,TF103716,Silver,2,6817.071432887801,0.02,12.0,81805.0
STH500868,TF102532,Silver,9,6816.636802023152,0.02,12.0,81800.0
STH506179,TF118322,Bronze,7,6816.573978519241,0.02,12.0,81799.0
STH503940,TF111532,Bronze,9,6816.582814677184,0.02,12.0,81799.0
STH501571,TF104602,Bronze,9,6816.582814677184,0.02,12.0,81799.0
STH505750,TF117132,Bronze,4,6816.404269227153,0.02,12.0,81797.0
STH506067,TF118053,Bronze,3,6816.435732928509,0.02,12.0,81797.0
STH506299,TF118698,Bronze,4,6816.404269227153,0.02,12.0,81797.0
STH506055,TF118027,Bronze,4,6816.287699949753,0.02,12.0,81795.0
STH506652,TF119738,Gold,2,6816.135054631765,0.02,12.0,81794.0
STH503382,TF109852,Gold,2,6816.135054631765,0.02,12.0,81794.0
STH501976,TF105796,Bronze,4,6816.051634311477,0.02,12.0,81793.0
STH501169,TF103439,Silver,9,6815.975300955364,0.02,12.0,81792.0
STH500340,TF100940,Silver,9,6815.975300955364,0.02,12.0,81792.0
STH504894,TF114483,Silver,7,6815.970301303449,0.02,12.0,81792.0
STH506826,TF120230,Bronze,7,6815.720696521645,0.02,12.0,81789.0
STH507887,TF123198,Bronze,3,6815.729509161889,0.02,12.0,81789.0
STH507400,TF121854,Bronze,6,6815.639066807172,0.02,12.0,81788.0
STH502969,TF108609,Gold,4,6815.582750879386,0.02,12.0,81787.0
STH503340,TF109725,Silver,3,6815.608229757268,0.02,12.0,81787.0
STH505777,TF117195,Bronze,8,6815.504174910565,0.02,12.0,81786.0
STH503875,TF111331,Bronze,5,6815.417589915735,0.02,12.0,81785.0
STH501863,TF105486,Gold,8,6815.255311195738,0.02,12.0,81783.0
STH506190,TF118352,Silver,8,6815.140750400762,0.02,12.0,81782.0
STH502809,TF108168,Bronze,5,6814.977838896325,0.02,12.0,81780.0
STH500692,TF101988,Silver,7,6814.96410713705,0.02,12.0,81780.0
STH501757,TF105152,Silver,5,6814.8845918395255,0.02,12.0,81779.0
STH501203,TF103548,Bronze,6,6814.946375194969,0.02,12.0,81779.0
STH506981,TF120638,Silver,9,6814.934334564147,0.02,12.0,81779.0
STH506529,TF119389,Gold,4,6814.677160599582,0.02,12.0,81776.0
STH506690,TF119832,Gold,5,6814.53517681989,0.02,12.0,81774.0
STH504521,TF113308,Silver,2,6814.527829391693,0.02,12.0,81774.0
STH504466,TF113124,Silver,9,6814.411803384671,0.02,12.0,81773.0
STH500976,TF102863,Bronze,6,6814.455800919669,0.02,12.0,81773.0
STH502775,TF108055,Silver,6,6814.226323963015,0.02,12.0,81771.0
STH504443,TF113058,Gold,6,6814.225460733797,0.02,12.0,81771.0
STH505183,TF115395,Bronze,9,6814.26280248946,0.02,12.0,81771.0
STH504898,TF114492,Silver,6,6814.226323963015,0.02,12.0,81771.0
STH501420,TF104156,Bronze,8,6814.181172774988,0.02,12.0,81770.0
STH506422,TF119065,Bronze,7,6814.179998758198,0.02,12.0,81770.0
STH508281,TF124319,Gold,9,6814.1630144374085,0.02,12.0,81770.0
STH505643,TF116842,Bronze,4,6813.972860045432,0.02,12.0,81768.0
STH500084,TF100252,Bronze,4,6813.972860045432,0.02,12.0,81768.0
STH500022,TF100052,Bronze,3,6813.722555865994,0.02,12.0,81765.0
STH504574,TF113475,Silver,9,6813.506213104865,0.02,12.0,81762.0
STH503508,TF110277,Bronze,7,6813.5199448641415,0.02,12.0,81762.0
STH508411,TF124726,Bronze,8,6813.488481162785,0.02,12.0,81762.0
STH503577,TF110453,Gold,9,6813.501513369621,0.02,12.0,81762.0
STH500809,TF102337,Bronze,8,6813.451051742107,0.02,12.0,81761.0
STH501449,TF104237,Silver,5,6813.2914122509455,0.02,12.0,81759.0
STH501760,TF105159,Bronze,5,6813.237424904977,0.02,12.0,81759.0
STH501057,TF103095,Bronze,8,6813.230748867459,0.02,12.0,81759.0
STH505316,TF115798,Gold,8,6813.189493994495,0.02,12.0,81758.0
STH507132,TF121080,Bronze,4,6812.993608849902,0.02,12.0,81756.0
STH505245,TF115594,Bronze,4,6812.993608849902,0.02,12.0,81756.0
STH503763,TF110994,Bronze,6,6812.687824026109,0.02,12.0,81752.0
STH505252,TF115617,Silver,8,6812.697750791249,0.02,12.0,81752.0
STH502520,TF107339,Silver,6,6812.562465234853,0.02,12.0,81751.0
STH505634,TF116818,Silver,6,6812.562465234853,0.02,12.0,81751.0
STH505659,TF116899,Silver,2,6812.527010518159,0.02,12.0,81750.0
STH507927,TF123311,Gold,5,6812.410804253782,0.02,12.0,81749.0
STH502976,TF108625,Gold,3,6812.275518697386,0.02,12.0,81747.0
STH504968,TF114738,Silver,2,6811.984225895584,0.02,12.0,81744.0
STH507549,TF122269,Bronze,4,6811.882307456294,0.02,12.0,81743.0
STH505717,TF117043,Gold,9,6811.938015798927,0.02,12.0,81743.0
STH506558,TF119473,Silver,9,6811.698626322155,0.02,12.0,81740.0
STH505229,TF115527,Bronze,4,6811.578880284388,0.02,12.0,81739.0
STH500374,TF101048,Gold,9,6811.619388755522,0.02,12.0,81739.0
STH507962,TF123405,Gold,6,6811.411679784687,0.02,12.0,81737.0
STH504256,TF112493,Silver,6,6811.379199347351,0.02,12.0,81737.0
STH500912,TF102658,Gold,6,6811.411679784687,0.02,12.0,81737.0
STH507620,TF122447,Bronze,9,6811.355827065337,0.02,12.0,81736.0
STH503675,TF110752,Silver,2,6811.374901309768,0.02,12.0,81736.0
STH502871,TF108341,Silver,7,6811.10339718588,0.02,12.0,81733.0
STH504569,TF113463,Silver,8,6811.10457120267,0.02,12.0,81733.0
STH500995,TF102907,Bronze,8,6811.050583856701,0.02,12.0,81733.0
STH501216,TF103593,Silver,7,6810.8830943112325,0.02,12.0,81731.0
STH504342,TF112743,Gold,3,6810.885343770447,0.02,12.0,81731.0
STH501967,TF105769,Silver,4,6810.896258473113,0.02,12.0,81731.0
STH508180,TF124058,Bronze,5,6810.849933268296,0.02,12.0,81730.0
STH501269,TF103753,Bronze,8,6810.68714537135,0.02,12.0,81728.0
STH500552,TF101555,Bronze,6,6810.512572153029,0.02,12.0,81726.0
STH505159,TF115312,Bronze,9,6810.498553261264,0.02,12.0,81726.0
STH502110,TF106188,Gold,8,6810.223963205505,0.02,12.0,81723.0
STH500987,TF102888,Silver,5,6810.167311457021,0.02,12.0,81722.0
STH500033,TF100096,Silver,8,6810.15414729514,0.02,12.0,81722.0
STH501609,TF104729,Gold,7,6810.170307363583,0.02,12.0,81722.0
STH508452,TF124845,Gold,2,6810.053222932415,0.02,12.0,81721.0
STH503360,TF109786,Bronze,6,6810.120986252204,0.02,12.0,81721.0
STH502546,TF107402,Silver,4,6809.917007277583,0.02,12.0,81719.0
STH505862,TF117429,Gold,8,6809.953785752503,0.02,12.0,81719.0
STH503415,TF109985,Gold,5,6809.867200757673,0.02,12.0,81718.0
STH503028,TF108795,Silver,8,6809.714396275731,0.02,12.0,81717.0
STH506808,TF120183,Silver,9,6809.425200279049,0.02,12.0,81713.0
STH507855,TF123083,Gold,5,6809.427449738263,0.02,12.0,81713.0
STH500579,TF101638,Bronze,7,6809.3920392361115,0.02,12.0,81713.0
STH504703,TF113841,Gold,6,6809.358556616228,0.02,12.0,81712.0
STH502441,TF107132,Gold,9,6809.224838736412,0.02,12.0,81711.0
STH505178,TF115384,Silver,5,6809.188060261491,0.02,12.0,81710.0
STH506359,TF118899,Gold,3,6809.151417903461,0.02,12.0,81710.0
STH506751,TF120021,Silver,6,6809.068437831216,0.02,12.0,81709.0
STH502985,TF108661,Silver,4,6808.805705883976,0.02,12.0,81706.0
STH505700,TF117009,Bronze,7,6808.872488891334,0.02,12.0,81706.0
STH500124,TF100341,Bronze,9,6808.448851641212,0.02,12.0,81701.0
STH507622,TF122450,Gold,3,6808.172166707932,0.02,12.0,81698.0
STH504233,TF112398,Gold,7,6807.9695557060795,0.02,12.0,81696.0
STH505133,TF115235,Gold,7,6807.9695557060795,0.02,12.0,81696.0
STH500830,TF102410,Silver,3,6807.93277723116,0.02,12.0,81695.0
STH505514,TF116420,Gold,9,6807.901836600834,0.02,12.0,81695.0
STH502908,TF108426,Silver,7,6807.7301662293075,0.02,12.0,81693.0
STH508400,TF124679,Gold,5,6807.693523871278,0.02,12.0,81692.0
STH502243,TF106529,Gold,5,6807.323597261565,0.02,12.0,81688.0
STH503412,TF109966,Gold,6,6807.135005151477,0.02,12.0,81686.0
STH502247,TF106541,Gold,9,6807.092575711231,0.02,12.0,81685.0
STH500815,TF102351,Silver,5,6807.030234414371,0.02,12.0,81684.0
STH506147,TF118242,Silver,8,6807.001219213215,0.02,12.0,81684.0
STH506516,TF119362,Gold,9,6806.511661673896,0.02,12.0,81678.0
STH500345,TF100952,Silver,9,6806.272272197124,0.02,12.0,81675.0
STH506978,TF120633,Silver,6,6805.745936182884,0.02,12.0,81669.0
STH501648,TF104820,Gold,8,6805.677111119294,0.02,12.0,81668.0
STH503728,TF110889,Bronze,4,6805.577790492454,0.02,12.0,81667.0
STH501235,TF103635,Gold,2,6805.528831444986,0.02,12.0,81666.0
STH504097,TF112000,Gold,7,6805.256378643564,0.02,12.0,81663.0
STH500652,TF101829,Bronze,7,6805.173504637159,0.02,12.0,81662.0
STH508040,TF123664,Silver,7,6804.672140767731,0.02,12.0,81656.0
STH507370,TF121763,Gold,7,6804.3563565153345,0.02,12.0,81652.0
STH500267,TF100731,Gold,3,6803.694284301532,0.02,12.0,81644.0
STH504594,TF113534,Gold,2,6803.474759598993,0.02,12.0,81642.0
STH506391,TF118990,Silver,3,6803.230135936228,0.02,12.0,81639.0
STH503838,TF111220,Gold,6,6803.272148597141,0.02,12.0,81639.0
STH501422,TF104159,Bronze,9,6803.146185681842,0.02,12.0,81638.0
STH503371,TF109828,Silver,6,6802.825850080932,0.02,12.0,81634.0
STH500541,TF101531,Gold,9,6802.383756045866,0.02,12.0,81629.0
STH501537,TF104506,Gold,8,6802.369605780352,0.02,12.0,81628.0
STH503674,TF110748,Gold,8,6802.369605780352,0.02,12.0,81628.0
STH505016,TF114885,Gold,7,6801.884096364527,0.02,12.0,81623.0
STH505509,TF116409,Gold,6,6801.5074432532565,0.02,12.0,81618.0
STH501918,TF105637,Silver,6,6801.437627342892,0.02,12.0,81617.0
STH507345,TF121692,Gold,4,6800.4217337893315,0.02,12.0,81605.0
STH504216,TF112353,Gold,7,6799.053690555964,0.02,12.0,81589.0
STH502085,TF106111,Platinum,9,6756.70893597533,0.02,12.0,81081.0
STH505553,TF116534,Platinum,5,6749.300968163149,0.02,12.0,80992.0
STH504330,TF112701,Bronze,4,6745.751263040903,0.02,12.0,80949.0
STH507884,TF123190,Bronze,4,6745.751263040903,0.02,12.0,80949.0
STH504523,TF113312,Platinum,2,6745.729717365161,0.02,12.0,80949.0
STH502623,TF107616,Bronze,7,6743.564421992627,0.02,12.0,80923.0
STH503109,TF109038,Bronze,7,6743.564421992627,0.02,12.0,80923.0
STH501034,TF103031,Silver,3,6743.403608484677,0.02,12.0,80921.0
STH508028,TF123624,Silver,5,6741.945714452492,0.02,12.0,80903.0
STH502129,TF106235,Silver,2,6740.591742280509,0.02,12.0,80887.0
STH506139,TF118216,Silver,7,6740.487820420309,0.02,12.0,80886.0
STH500739,TF102145,Platinum,2,6740.4281919219275,0.02,12.0,80885.0
STH500019,TF100045,Silver,8,6739.7588734042165,0.02,12.0,80877.0
STH504437,TF113039,Bronze,3,6739.54792550859,0.02,12.0,80875.0
STH503314,TF109648,Gold,5,6739.471926866749,0.02,12.0,80874.0
STH500313,TF100865,Bronze,8,6739.486957666201,0.02,12.0,80874.0
STH500971,TF102856,Platinum,5,6739.126554178716,0.02,12.0,80870.0
STH502350,TF106868,Gold,6,6738.742979850657,0.02,12.0,80865.0
STH500341,TF100942,Platinum,2,6738.412498174147,0.02,12.0,80861.0
STH507350,TF121704,Platinum,9,6738.038739871799,0.02,12.0,80856.0
STH508426,TF124770,Gold,8,6737.285085818473,0.02,12.0,80847.0
STH500483,TF101396,Platinum,2,6737.0087910927905,0.02,12.0,80844.0
STH505427,TF116164,Platinum,4,6736.696871846637,0.02,12.0,80840.0
STH507675,TF122618,Platinum,4,6736.464029866664,0.02,12.0,80838.0
STH505426,TF116162,Bronze,3,6736.29619042852,0.02,12.0,80836.0
STH504678,TF113754,Gold,9,6736.267149405305,0.02,12.0,80835.0
STH504004,TF111748,Platinum,5,6735.967924830546,0.02,12.0,80832.0
STH502407,TF107003,Platinum,2,6735.974600868063,0.02,12.0,80832.0
STH503867,TF111293,Platinum,4,6735.550897060607,0.02,12.0,80827.0
STH503764,TF110996,Platinum,3,6735.424999989195,0.02,12.0,80825.0
STH506404,TF119026,Platinum,9,6735.325562809284,0.02,12.0,80824.0
STH508114,TF123856,Silver,4,6735.202022014175,0.02,12.0,80822.0
STH507986,TF123456,Platinum,6,6734.799226795044,0.02,12.0,80818.0
STH500065,TF100210,Gold,3,6733.876390188745,0.02,12.0,80807.0
STH508496,TF124988,Bronze,3,6733.305337758306,0.02,12.0,80800.0
STH507658,TF122551,Platinum,3,6733.372868652575,0.02,12.0,80800.0
STH506493,TF119297,Bronze,3,6732.764982852301,0.02,12.0,80793.0
STH500028,TF100070,Silver,3,6732.655517367482,0.02,12.0,80792.0
STH503669,TF110738,Bronze,8,6732.511719099986,0.02,12.0,80790.0
STH507875,TF123148,Silver,4,6732.350905592036,0.02,12.0,80788.0
STH506917,TF120465,Bronze,4,6732.268877816183,0.02,12.0,80787.0
STH501108,TF103243,Gold,6,6731.689549140468,0.02,12.0,80780.0
STH504764,TF114079,Bronze,5,6731.707707478048,0.02,12.0,80780.0
STH502371,TF106911,Gold,2,6731.47474828655,0.02,12.0,80778.0
STH503372,TF109829,Bronze,2,6731.252138032071,0.02,12.0,80775.0
STH504010,TF111759,Silver,6,6730.893011559851,0.02,12.0,80771.0
STH507058,TF120866,Bronze,6,6730.578141804025,0.02,12.0,80767.0
STH501522,TF104437,Bronze,2,6730.102458540249,0.02,12.0,80761.0
STH506668,TF119791,Bronze,3,6730.035012591946,0.02,12.0,80760.0
STH503748,TF110956,Bronze,6,6729.845490988095,0.02,12.0,80758.0
STH508301,TF124399,Bronze,8,6729.660602677846,0.02,12.0,80756.0
STH505797,TF117255,Platinum,5,6729.683142174092,0.02,12.0,80756.0
STH503204,TF109318,Gold,7,6729.705970705796,0.02,12.0,80756.0
STH502760,TF108016,Silver,4,6729.499789169896,0.02,12.0,80754.0
STH508175,TF124048,Bronze,4,6729.306065575854,0.02,12.0,80752.0
STH500511,TF101457,Bronze,8,6729.120247771842,0.02,12.0,80749.0
STH506330,TF118798,Bronze,8,6729.120247771842,0.02,12.0,80749.0
STH507757,TF122806,Bronze,5,6728.940468301998,0.02,12.0,80747.0
STH502769,TF108042,Bronze,9,6728.79191941368,0.02,12.0,80746.0
STH501246,TF103675,Bronze,6,6728.211521285907,0.02,12.0,80739.0
STH503908,TF111427,Bronze,2,6728.2203339261505,0.02,12.0,80739.0
STH506541,TF119423,Bronze,6,6728.211521285907,0.02,12.0,80739.0
STH500849,TF102486,Bronze,5,6727.9156174919735,0.02,12.0,80735.0
STH501934,TF105675,Gold,2,6727.943540710331,0.02,12.0,80735.0
STH502316,TF106753,Bronze,3,6727.810013953464,0.02,12.0,80734.0
STH502231,TF106496,Bronze,2,6727.63337068975,0.02,12.0,80732.0
STH505987,TF117826,Silver,3,6727.446589443661,0.02,12.0,80729.0
STH505549,TF116511,Platinum,9,6727.186031621737,0.02,12.0,80726.0
STH505131,TF115231,Platinum,2,6726.86230660935,0.02,12.0,80722.0
STH502845,TF108275,Bronze,8,6726.753627253723,0.02,12.0,80721.0
STH500202,TF100536,Bronze,4,6726.762439893967,0.02,12.0,80721.0
STH504266,TF112513,Silver,4,6726.648672747756,0.02,12.0,80720.0
STH505757,TF117143,Bronze,4,6726.519590632595,0.02,12.0,80718.0
STH508405,TF124701,Silver,4,6726.420104417209,0.02,12.0,80717.0
STH503521,TF110313,Bronze,8,6726.390277511486,0.02,12.0,80717.0
STH501318,TF103873,Gold,2,6725.576920192212,0.02,12.0,80707.0
STH503864,TF111281,Bronze,6,6725.3045458617835,0.02,12.0,80704.0
STH505861,TF117428,Silver,9,6725.314699183431,0.02,12.0,80704.0
STH504711,TF113873,Bronze,3,6725.342124028598,0.02,12.0,80704.0
STH507130,TF121077,Bronze,3,6725.096836890948,0.02,12.0,80701.0
STH501508,TF104402,Bronze,9,6725.016837443594,0.02,12.0,80700.0
STH502690,TF107821,Silver,7,6724.875649778352,0.02,12.0,80699.0
STH506280,TF118660,Bronze,7,6724.894225889096,0.02,12.0,80699.0
STH501511,TF104410,Silver,3,6724.755071672257,0.02,12.0,80697.0
STH505407,TF116101,Silver,6,6724.771569971351,0.02,12.0,80697.0
STH505476,TF116307,Bronze,3,6724.63275822951,0.02,12.0,80696.0
STH507993,TF123474,Bronze,7,6724.575598845691,0.02,12.0,80695.0
STH502515,TF107333,Bronze,3,6724.584411485936,0.02,12.0,80695.0
STH501894,TF105572,Gold,2,6724.552069382187,0.02,12.0,80695.0
STH500715,TF102081,Bronze,6,6724.61143277299,0.02,12.0,80695.0
STH503819,TF111162,Silver,7,6724.530801379293,0.02,12.0,80694.0
STH500802,TF102312,Bronze,2,6724.502781771463,0.02,12.0,80694.0
STH503261,TF109488,Gold,3,6724.313696641395,0.02,12.0,80692.0
STH505897,TF117539,Bronze,8,6724.165278873003,0.02,12.0,80690.0
STH505806,TF117278,Bronze,8,6724.165278873003,0.02,12.0,80690.0
STH500750,TF102174,Silver,4,6724.026124656166,0.02,12.0,80688.0
STH506389,TF118987,Bronze,5,6723.979799451348,0.02,12.0,80688.0
STH500302,TF100839,Gold,8,6723.9704772717105,0.02,12.0,80688.0
STH503601,TF110530,Bronze,6,6723.795199147737,0.02,12.0,80686.0
STH506597,TF119574,Silver,8,6723.801854363201,0.02,12.0,80686.0
STH504447,TF113070,Bronze,8,6723.846651829599,0.02,12.0,80686.0
STH501379,TF104040,Silver,8,6723.801854363201,0.02,12.0,80686.0
STH504294,TF112593,Bronze,6,6723.795199147737,0.02,12.0,80686.0
STH500841,TF102448,Bronze,2,6723.81009015926,0.02,12.0,80686.0
STH500546,TF101544,Bronze,3,6723.773834755371,0.02,12.0,80685.0
STH508467,TF124906,Silver,8,6723.677025681404,0.02,12.0,80684.0
STH502377,TF106922,Bronze,2,6723.552357863934,0.02,12.0,80683.0
STH506267,TF118617,Gold,2,6723.51110299097,0.02,12.0,80682.0
STH500725,TF102110,Bronze,9,6723.536935743507,0.02,12.0,80682.0
STH505002,TF114844,Silver,5,6723.376122235556,0.02,12.0,80681.0
STH503984,TF111671,Bronze,9,6723.229422817475,0.02,12.0,80679.0
STH502133,TF106246,Silver,5,6723.275518348961,0.02,12.0,80679.0
STH504779,TF114120,Bronze,8,6723.259688593199,0.02,12.0,80679.0
STH503547,TF110380,Bronze,5,6723.126517453751,0.02,12.0,80678.0
STH503930,TF111497,Bronze,6,6723.155282980321,0.02,12.0,80678.0
STH505648,TF116854,Bronze,2,6723.112606844525,0.02,12.0,80677.0
STH503232,TF109399,Silver,6,6723.069102512346,0.02,12.0,80677.0
STH507604,TF122392,Gold,2,6723.089175698088,0.02,12.0,80677.0
STH507336,TF121659,Silver,9,6723.072907347109,0.02,12.0,80677.0
STH502417,TF107037,Bronze,9,6723.117704813507,0.02,12.0,80677.0
STH501624,TF104765,Silver,9,6723.072907347109,0.02,12.0,80677.0
STH508487,TF124964,Silver,9,6723.003937667297,0.02,12.0,80676.0
STH508192,TF124084,Silver,2,6723.019359787724,0.02,12.0,80676.0
STH506469,TF119222,Silver,5,6722.956891305556,0.02,12.0,80675.0
STH503956,TF111587,Bronze,6,6722.909995842672,0.02,12.0,80675.0
STH507672,TF122601,Bronze,6,6722.909995842672,0.02,12.0,80675.0
STH503932,TF111499,Silver,2,6722.749182334722,0.02,12.0,80673.0
STH500900,TF102630,Silver,2,6722.749182334722,0.02,12.0,80673.0
STH508195,TF124105,Bronze,3,6722.728508227492,0.02,12.0,80673.0
STH507709,TF122700,Silver,6,6722.5465713328695,0.02,12.0,80671.0
STH503013,TF108748,Bronze,6,6722.39757043766,0.02,12.0,80669.0
STH504621,TF113604,Bronze,6,6722.39757043766,0.02,12.0,80669.0
STH507505,TF122135,Bronze,2,6722.406383077903,0.02,12.0,80669.0
STH502018,TF105920,Gold,5,6722.365228333912,0.02,12.0,80668.0
STH500515,TF101467,Silver,3,6722.290412771632,0.02,12.0,80667.0
STH504189,TF112262,Silver,6,6722.227944289465,0.02,12.0,80667.0
STH506500,TF119321,Gold,3,6722.259624795402,0.02,12.0,80667.0
STH505392,TF116041,Silver,5,6722.263778216763,0.02,12.0,80667.0
STH504109,TF112044,Bronze,7,6722.1907676928595,0.02,12.0,80666.0
STH505342,TF115895,Silver,3,6722.02023531863,0.02,12.0,80664.0
