sth_account_id,fan_id,churn_risk_score,reason_codes,prior_season_renewal_status
STH501120,TF103277,0.2,low spend per game,renewed
STH502011,TF105893,26.9,"low total spend, low game attendance",renewed
STH505351,TF115916,0.1,few emails received,renewed
STH501000,TF102940,0.1,tenure,renewed
STH501682,TF104924,0.1,"low email engagement, low spend per game",renewed
STH506309,TF118737,0.3,low email engagement,renewed
STH505469,TF116278,0.2,low spend per game,renewed
STH501636,TF104790,65.8,"low game attendance, low total spend",not_renewed
STH508348,TF124526,0.4,"low spend per game, low email engagement",renewed
STH507509,TF122153,0.3,low spend per game,renewed
STH507440,TF121949,0.1,"low spend per game, tenure",renewed
STH504464,TF113121,0.3,low spend per game,renewed
STH506685,TF119825,0.0,low email engagement,renewed
STH505964,TF117766,0.6,few emails received,renewed
STH500171,TF100471,91.7,"low total spend, low game attendance",not_renewed
STH507406,TF121874,5.6,"low game attendance, low total spend",renewed
STH505272,TF115672,0.5,few emails received,renewed
STH508133,TF123903,0.0,no dominant single factor,renewed
STH502212,TF106437,0.1,no dominant single factor,renewed
STH505631,TF116811,4.8,"low game attendance, tenure",renewed
STH507909,TF123257,1.1,long gap since last game attended,renewed
STH501167,TF103434,0.2,"tenure, low spend per game",renewed
STH501868,TF105500,72.8,"low game attendance, low total spend",not_renewed
STH501729,TF105062,0.2,no dominant single factor,renewed
STH505393,TF116044,0.5,long gap since last game attended,renewed
STH504329,TF112692,0.1,tenure,renewed
STH506560,TF119479,1.2,low email engagement,renewed
STH500872,TF102548,28.0,"low email engagement, low spend per game",not_renewed
STH507130,TF121077,0.1,no dominant single factor,renewed
STH506327,TF118792,0.1,no dominant single factor,renewed
STH507646,TF122515,59.9,"low game attendance, low total spend",not_renewed
STH500691,TF101985,0.1,low email engagement,renewed
STH501581,TF104627,0.1,no dominant single factor,renewed
STH505127,TF115215,0.2,"low email engagement, tenure",renewed
STH501976,TF105796,0.1,low email engagement,renewed
STH500119,TF100324,74.2,"low game attendance, low total spend",not_renewed
STH507051,TF120847,0.2,tenure,renewed
STH507815,TF122968,0.7,tenure,renewed
STH504640,TF113647,0.2,low email engagement,renewed
STH507018,TF120755,2.8,low game attendance,renewed
STH501693,TF104959,0.3,low email engagement,renewed
STH505199,TF115445,0.3,"low spend per game, low email engagement",renewed
STH500459,TF101312,0.1,tenure,renewed
STH506917,TF120465,0.1,no dominant single factor,renewed
STH501397,TF104086,0.3,long gap since last game attended,renewed
STH507865,TF123119,96.5,"low total spend, low game attendance",not_renewed
STH502789,TF108091,61.2,"low game attendance, low total spend",not_renewed
STH501268,TF103744,0.4,"tenure, low email engagement",renewed
STH501466,TF104273,0.2,"tenure, low spend per game",renewed
STH506403,TF119024,3.5,no dominant single factor,renewed
STH504910,TF114528,0.0,no dominant single factor,renewed
STH507021,TF120761,0.4,"long gap since last game attended, low spend per game",renewed
STH500435,TF101227,0.3,tenure,renewed
STH500987,TF102888,0.1,"low spend per game, tenure",renewed
STH506726,TF119932,0.2,low email engagement,renewed
STH505963,TF117759,1.2,"tenure, few emails received",renewed
STH503944,TF111549,8.5,"low email engagement, low game attendance",renewed
STH507801,TF122932,64.7,"low total spend, low game attendance",not_renewed
STH500400,TF101113,9.8,low total spend,renewed
STH504573,TF113474,0.2,low email engagement,renewed
STH503076,TF108950,97.1,"low total spend, low game attendance",not_renewed
STH501250,TF103692,21.4,"low game attendance, low total spend",not_renewed
STH502650,TF107705,0.2,"low email engagement, low spend per game",renewed
STH506331,TF118800,0.3,low email engagement,renewed
STH502740,TF107950,1.0,tenure,renewed
STH500415,TF101161,0.1,no dominant single factor,renewed
STH506997,TF120690,0.0,no dominant single factor,renewed
STH503058,TF108901,97.3,"low total spend, low game attendance",not_renewed
STH506478,TF119245,5.9,low email engagement,renewed
STH507157,TF121154,0.3,no dominant single factor,renewed
STH506805,TF120173,0.1,low spend per game,renewed
STH506553,TF119456,0.2,tenure,renewed
STH503700,TF110821,0.2,"low email engagement, tenure",renewed
STH505564,TF116575,0.2,low email engagement,renewed
STH502330,TF106803,0.2,low spend per game,renewed
STH505834,TF117354,0.1,few emails received,renewed
STH505027,TF114928,0.2,low spend per game,renewed
STH507827,TF123006,0.2,low email engagement,renewed
STH500270,TF100738,0.6,"low email engagement, tenure",renewed
STH500337,TF100935,2.9,"low email engagement, few emails received",renewed
STH501545,TF104522,0.1,tenure,renewed
STH504603,TF113552,11.5,low game attendance,renewed
STH502548,TF107409,0.2,low spend per game,renewed
STH505519,TF116432,81.5,"low total spend, low game attendance",not_renewed
STH506344,TF118862,39.0,"low total spend, low game attendance",renewed
STH505195,TF115435,5.6,"low game attendance, low email engagement",renewed
STH504637,TF113643,0.1,no dominant single factor,renewed
STH503410,TF109957,0.9,low spend per game,renewed
STH500636,TF101793,0.2,long gap since last game attended,renewed
STH502292,TF106682,0.2,"tenure, low spend per game",renewed
STH501218,TF103596,0.1,"low spend per game, few emails received",renewed
STH504752,TF114013,10.1,"low game attendance, low total spend",renewed
STH500136,TF100371,0.1,long gap since last game attended,renewed
STH502725,TF107905,0.1,no dominant single factor,renewed
STH504769,TF114092,0.1,tenure,renewed
STH500835,TF102433,0.3,few emails received,renewed
STH507653,TF122530,0.1,few emails received,renewed
STH503052,TF108879,0.1,tenure,renewed
STH501938,TF105683,0.1,tenure,renewed
STH500236,TF100646,0.1,no dominant single factor,renewed
STH506406,TF119031,0.1,few emails received,renewed
STH504124,TF112080,0.1,tenure,renewed
STH504901,TF114499,0.1,no dominant single factor,renewed
STH505795,TF117250,0.1,low email engagement,renewed
STH502379,TF106924,0.1,no dominant single factor,renewed
STH502020,TF105923,0.1,no dominant single factor,renewed
STH504904,TF114504,0.1,no dominant single factor,renewed
STH507995,TF123485,0.5,"few emails received, low email engagement",renewed
STH505567,TF116589,0.3,low email engagement,renewed
STH500802,TF102312,0.2,"long gap since last game attended, few emails received",renewed
STH504078,TF111951,0.1,low email engagement,renewed
STH503337,TF109716,0.3,tenure,renewed
STH505424,TF116148,1.0,"tenure, low spend per game",renewed
STH501837,TF105382,0.2,"low email engagement, low spend per game",renewed
STH504985,TF114786,65.1,"low total spend, low game attendance",not_renewed
STH508249,TF124236,0.2,no dominant single factor,renewed
STH508211,TF124134,15.1,"long gap since last game attended, low total spend",renewed
STH503478,TF110173,0.4,tenure,renewed
STH506999,TF120693,0.1,low email engagement,renewed
STH502916,TF108461,0.3,"tenure, low email engagement",renewed
STH503027,TF108790,0.1,low spend per game,renewed
STH507424,TF121915,91.1,"low total spend, low game attendance",not_renewed
STH504256,TF112493,0.1,"low spend per game, tenure",renewed
STH504732,TF113957,0.1,no dominant single factor,renewed
STH505499,TF116378,98.9,"low total spend, low game attendance",not_renewed
STH506887,TF120395,0.1,no dominant single factor,renewed
STH501648,TF104820,0.1,tenure,renewed
STH500052,TF100167,0.2,low spend per game,renewed
STH501288,TF103799,0.1,no dominant single factor,renewed
STH505945,TF117700,0.3,"tenure, few emails received",renewed
STH501937,TF105682,0.1,long gap since last game attended,renewed
STH503757,TF110973,0.1,tenure,renewed
STH506853,TF120297,0.2,no dominant single factor,renewed
STH508185,TF124068,0.2,no dominant single factor,renewed
STH502176,TF106351,1.5,"low spend per game, few emails received",renewed
STH506870,TF120350,0.2,tenure,renewed
STH506083,TF118100,0.1,no dominant single factor,renewed
STH506884,TF120383,0.2,tenure,renewed
STH504502,TF113256,1.0,low email engagement,renewed
STH503280,TF109555,0.2,low email engagement,renewed
STH500545,TF101538,0.2,low email engagement,renewed
STH501460,TF104256,3.9,low spend per game,renewed
STH506511,TF119345,0.6,low email engagement,renewed
STH504427,TF113014,0.1,"tenure, long gap since last game attended",renewed
STH507979,TF123438,0.3,tenure,renewed
STH506585,TF119542,27.1,"low game attendance, low total spend",renewed
STH507390,TF121826,7.3,tenure,renewed
STH508465,TF124904,0.0,no dominant single factor,renewed
STH501029,TF103021,0.0,no dominant single factor,renewed
STH505149,TF115269,0.2,no dominant single factor,renewed
STH505641,TF116839,0.1,tenure,renewed
STH500267,TF100731,0.1,no dominant single factor,renewed
STH504913,TF114547,0.3,tenure,renewed
STH504198,TF112299,0.2,no dominant single factor,renewed
STH500626,TF101771,0.1,few emails received,renewed
STH502108,TF106183,0.1,low spend per game,renewed
STH500892,TF102606,84.5,"low game attendance, low total spend",not_renewed
STH506771,TF120062,0.4,"few emails received, tenure",renewed
STH508044,TF123670,0.1,few emails received,renewed
STH501070,TF103128,97.2,"low total spend, low game attendance",not_renewed
STH501496,TF104372,2.3,low spend per game,renewed
STH507654,TF122532,0.2,low email engagement,renewed
STH508138,TF123937,82.7,"low game attendance, low total spend",not_renewed
STH504450,TF113080,0.2,no dominant single factor,renewed
STH501043,TF103057,0.1,no dominant single factor,renewed
STH501955,TF105744,0.1,no dominant single factor,renewed
STH504038,TF111843,0.2,"few emails received, low email engagement",renewed
STH502595,TF107557,0.3,low email engagement,renewed
STH506449,TF119150,88.4,"low total spend, low game attendance",renewed
STH507135,TF121087,86.0,"low total spend, low game attendance",not_renewed
STH507806,TF122948,97.5,"low total spend, low game attendance",not_renewed
STH507385,TF121810,0.1,no dominant single factor,renewed
STH501471,TF104285,0.1,no dominant single factor,renewed
STH500928,TF102696,0.3,no dominant single factor,renewed
STH506555,TF119461,0.0,no dominant single factor,renewed
STH507032,TF120802,1.1,long gap since last game attended,renewed
STH506491,TF119291,36.4,"low total spend, low game attendance",not_renewed
STH505157,TF115304,0.1,few emails received,renewed
STH500873,TF102549,0.4,low email engagement,renewed
STH502460,TF107191,0.8,"tenure, few emails received",renewed
STH503198,TF109301,0.1,"low email engagement, low spend per game",renewed
STH505240,TF115574,6.3,low email engagement,renewed
STH507019,TF120756,0.1,"tenure, low spend per game",renewed
STH507907,TF123251,0.2,long gap since last game attended,renewed
STH502374,TF106915,0.2,"low email engagement, low spend per game",renewed
STH500160,TF100438,0.2,"low spend per game, tenure",renewed
STH506392,TF118991,0.4,no dominant single factor,renewed
STH502912,TF108445,0.2,low spend per game,renewed
STH504685,TF113773,0.2,"low spend per game, few emails received",renewed
STH506154,TF118253,0.1,no dominant single factor,renewed
STH501197,TF103530,81.0,"low total spend, low game attendance",not_renewed
STH505639,TF116835,0.1,low spend per game,renewed
STH505444,TF116213,0.2,"low email engagement, few emails received",renewed
STH502550,TF107414,0.9,"few emails received, tenure",renewed
STH500788,TF102285,0.1,low email engagement,renewed
STH503812,TF111146,21.9,"low game attendance, low email engagement",renewed
STH501482,TF104327,0.1,no dominant single factor,renewed
STH504641,TF113648,93.8,"low total spend, low game attendance",not_renewed
STH501334,TF103922,97.8,"low total spend, low game attendance",not_renewed
STH507871,TF123136,1.7,no dominant single factor,renewed
STH504152,TF112160,0.1,low spend per game,renewed
STH506247,TF118555,0.1,low spend per game,renewed
STH501114,TF103257,1.9,low spend per game,renewed
STH502302,TF106708,82.0,"low total spend, low game attendance",not_renewed
STH506752,TF120022,0.1,few emails received,renewed
STH508276,TF124306,0.1,few emails received,renewed
STH500363,TF101005,0.1,no dominant single factor,renewed
STH500102,TF100289,0.9,"tenure, low email engagement",renewed
STH504873,TF114438,0.2,long gap since last game attended,renewed
STH507976,TF123433,3.1,no dominant single factor,renewed
STH502578,TF107489,0.2,"tenure, low spend per game",renewed
STH508067,TF123732,94.9,"low game attendance, low total spend",not_renewed
STH500900,TF102630,0.1,low spend per game,renewed
STH507292,TF121522,0.1,no dominant single factor,renewed
STH500494,TF101422,0.2,"tenure, low spend per game",renewed
STH504815,TF114222,0.1,no dominant single factor,renewed
STH505890,TF117515,0.1,no dominant single factor,renewed
STH504560,TF113415,0.3,"low email engagement, long gap since last game attended",renewed
STH505230,TF115538,0.1,"long gap since last game attended, low spend per game",renewed
STH507430,TF121930,0.1,tenure,renewed
STH505467,TF116276,0.0,no dominant single factor,renewed
STH501333,TF103917,19.9,"low email engagement, long gap since last game attended",renewed
STH502902,TF108410,0.1,low email engagement,renewed
STH501638,TF104792,0.2,no dominant single factor,renewed
STH502375,TF106916,0.1,no dominant single factor,renewed
STH503690,TF110793,0.2,low email engagement,renewed
STH506470,TF119231,0.4,few emails received,renewed
STH501149,TF103377,80.8,"low game attendance, low total spend",not_renewed
STH507820,TF122986,0.0,low email engagement,renewed
STH502269,TF106600,0.0,no dominant single factor,renewed
STH504226,TF112372,0.5,no dominant single factor,renewed
STH503498,TF110245,0.1,no dominant single factor,renewed
STH502416,TF107033,0.0,no dominant single factor,renewed
STH502504,TF107306,97.2,"low total spend, low game attendance",not_renewed
STH503365,TF109801,50.6,"low total spend, low game attendance",not_renewed
STH500792,TF102294,0.1,low spend per game,renewed
STH500333,TF100927,97.5,"low total spend, low game attendance",not_renewed
STH506152,TF118250,0.2,no dominant single factor,renewed
STH507788,TF122904,0.2,no dominant single factor,renewed
STH503423,TF110007,0.2,no dominant single factor,renewed
STH506391,TF118990,0.4,"low spend per game, few emails received",renewed
STH500000,TF100000,1.5,no dominant single factor,renewed
STH504905,TF114507,23.1,"low total spend, low game attendance",renewed
STH505131,TF115231,0.1,low email engagement,renewed
STH500477,TF101377,0.3,"tenure, low spend per game",renewed
STH502216,TF106464,29.6,"low game attendance, low total spend",renewed
STH501137,TF103318,96.5,"low total spend, low game attendance",not_renewed
STH508034,TF123646,0.3,tenure,renewed
STH503162,TF109191,1.7,tenure,renewed
STH503262,TF109490,0.3,low spend per game,renewed
STH502287,TF106660,0.1,low email engagement,renewed
STH505316,TF115798,0.1,tenure,renewed
STH507336,TF121659,0.1,no dominant single factor,renewed
STH503994,TF111708,0.3,no dominant single factor,renewed
STH506013,TF117909,0.2,few emails received,renewed
STH502434,TF107108,0.2,"low spend per game, long gap since last game attended",renewed
STH504921,TF114575,0.2,no dominant single factor,renewed
STH503296,TF109595,0.2,no dominant single factor,renewed
STH502783,TF108076,4.3,tenure,renewed
STH501257,TF103707,0.2,low email engagement,renewed
STH500458,TF101303,3.2,"tenure, low email engagement",renewed
STH502255,TF106555,1.1,no dominant single factor,renewed
STH500481,TF101392,0.7,low spend per game,renewed
STH508049,TF123676,0.2,low email engagement,renewed
STH505593,TF116665,0.1,few emails received,renewed
STH500752,TF102181,0.2,no dominant single factor,renewed
STH502349,TF106866,2.4,"few emails received, low spend per game",renewed
STH503559,TF110410,0.2,low spend per game,renewed
STH506609,TF119604,0.1,few emails received,renewed
STH500499,TF101430,98.9,"low total spend, low game attendance",not_renewed
STH502614,TF107602,81.6,"low total spend, low game attendance",renewed
STH504746,TF113999,0.1,no dominant single factor,renewed
STH500954,TF102799,16.2,"low game attendance, tenure",renewed
STH501125,TF103286,0.6,"few emails received, tenure",renewed
STH505933,TF117668,0.2,long gap since last game attended,renewed
STH502884,TF108368,0.1,no dominant single factor,renewed
STH500055,TF100180,0.5,"few emails received, low spend per game",renewed
STH503492,TF110226,1.0,few emails received,renewed
STH503542,TF110365,0.1,no dominant single factor,renewed
STH500264,TF100725,0.0,no dominant single factor,renewed
STH504718,TF113909,0.2,low spend per game,renewed
STH504930,TF114607,0.1,no dominant single factor,renewed
STH502192,TF106394,0.3,"tenure, low email engagement",renewed
STH506177,TF118314,0.2,tenure,renewed
STH508011,TF123570,3.3,"tenure, low spend per game",renewed
STH501401,TF104093,0.1,no dominant single factor,renewed
STH506506,TF119338,0.1,no dominant single factor,renewed
STH507322,TF121626,0.1,"low spend per game, low email engagement",renewed
STH500203,TF100538,0.1,tenure,renewed
STH504261,TF112507,0.1,low email engagement,renewed
STH503391,TF109889,2.0,"low game attendance, low spend per game",renewed
STH506788,TF120125,0.0,no dominant single factor,renewed
STH502208,TF106431,14.7,"few emails received, low spend per game",not_renewed
STH501019,TF102996,69.7,"low total spend, low game attendance",not_renewed
STH502137,TF106262,28.8,"low game attendance, low total spend",renewed
STH507149,TF121135,0.3,long gap since last game attended,renewed
STH506315,TF118747,0.1,few emails received,renewed
STH503404,TF109931,8.0,long gap since last game attended,renewed
STH506379,TF118964,2.5,low email engagement,renewed
STH503733,TF110904,0.1,no dominant single factor,renewed
STH504663,TF113713,0.1,low spend per game,renewed
STH501926,TF105657,0.0,no dominant single factor,renewed
STH505570,TF116595,1.4,few emails received,renewed
STH505821,TF117310,50.1,"low total spend, low spend per game",not_renewed
STH500821,TF102368,0.1,few emails received,renewed
STH507918,TF123288,0.1,no dominant single factor,renewed
STH505563,TF116574,0.3,"few emails received, low email engagement",renewed
STH503303,TF109617,0.2,few emails received,renewed
STH505866,TF117443,4.3,low email engagement,renewed
STH502606,TF107578,0.3,few emails received,renewed
STH504645,TF113658,2.3,low game attendance,renewed
STH505293,TF115722,0.1,low email engagement,renewed
STH505244,TF115590,24.3,"low game attendance, low total spend",not_renewed
STH507948,TF123362,0.1,"low spend per game, tenure",renewed
STH506070,TF118076,0.1,no dominant single factor,renewed
STH501533,TF104493,0.3,"few emails received, tenure",renewed
STH505750,TF117132,0.1,no dominant single factor,renewed
STH506888,TF120400,0.1,no dominant single factor,renewed
STH501943,TF105698,0.2,no dominant single factor,renewed
STH506776,TF120083,0.1,low email engagement,renewed
STH504997,TF114830,0.1,low email engagement,renewed
STH500082,TF100249,0.2,"tenure, low spend per game",renewed
STH506441,TF119119,0.1,low spend per game,renewed
STH507926,TF123308,0.0,no dominant single factor,renewed
STH504179,TF112239,0.2,"few emails received, low spend per game",renewed
STH503837,TF111219,0.3,low spend per game,renewed
STH507147,TF121132,0.2,tenure,renewed
STH506310,TF118741,0.2,tenure,renewed
STH507331,TF121646,3.6,no dominant single factor,renewed
STH508384,TF124630,4.8,"low game attendance, low total spend",renewed
STH507951,TF123373,0.3,low email engagement,renewed
STH500265,TF100726,26.7,"low game attendance, low total spend",renewed
STH504134,TF112107,0.7,no dominant single factor,renewed
STH508386,TF124640,0.1,"low spend per game, tenure",renewed
STH500051,TF100165,0.1,low email engagement,renewed
STH507325,TF121632,0.9,"tenure, low email engagement",renewed
STH503564,TF110426,19.7,"low game attendance, low total spend",renewed
STH505919,TF117624,0.2,no dominant single factor,renewed
STH500287,TF100784,0.1,tenure,renewed
STH507613,TF122431,0.1,tenure,renewed
STH506486,TF119275,0.2,"low spend per game, tenure",renewed
STH503238,TF109419,0.3,"low email engagement, few emails received",renewed
STH505264,TF115653,65.2,"low game attendance, low total spend",not_renewed
STH507426,TF121925,97.9,"low total spend, low game attendance",not_renewed
STH506670,TF119794,0.1,no dominant single factor,renewed
STH507881,TF123175,6.2,"low game attendance, low email engagement",renewed
STH508363,TF124560,3.8,low email engagement,renewed
STH506174,TF118307,0.1,low email engagement,renewed
STH503343,TF109731,0.2,few emails received,renewed
STH508450,TF124842,0.1,no dominant single factor,renewed
STH500120,TF100326,30.9,"low total spend, low game attendance",renewed
STH503658,TF110708,0.1,tenure,renewed
STH505657,TF116896,0.1,low email engagement,renewed
STH504814,TF114219,12.8,"low game attendance, low total spend",renewed
STH505857,TF117405,1.6,tenure,renewed
STH501730,TF105065,86.6,"low total spend, low game attendance",not_renewed
STH502382,TF106931,0.4,"low email engagement, low spend per game",renewed
STH504556,TF113400,0.2,"low spend per game, tenure",renewed
STH506398,TF119014,0.1,no dominant single factor,renewed
STH502358,TF106885,0.1,"long gap since last game attended, tenure",renewed
STH507321,TF121625,0.1,no dominant single factor,renewed
STH503485,TF110189,0.1,no dominant single factor,renewed
STH507603,TF122386,0.1,"tenure, low spend per game",renewed
STH502959,TF108578,0.1,tenure,renewed
STH508488,TF124968,0.8,no dominant single factor,renewed
STH507217,TF121336,2.3,no dominant single factor,renewed
STH504794,TF114163,0.5,low email engagement,renewed
STH506824,TF120228,0.1,tenure,renewed
STH501755,TF105146,9.2,"low game attendance, tenure",renewed
STH504745,TF113997,0.8,few emails received,renewed
STH507641,TF122503,0.4,few emails received,renewed
STH502709,TF107870,8.6,"low game attendance, low email engagement",renewed
STH504606,TF113561,0.1,no dominant single factor,renewed
STH507828,TF123008,0.1,no dominant single factor,renewed
STH500436,TF101232,0.3,tenure,renewed
STH507472,TF122047,2.5,tenure,renewed
STH500290,TF100793,1.0,low spend per game,renewed
STH503510,TF110284,0.1,low email engagement,renewed
STH508405,TF124701,0.1,no dominant single factor,renewed
STH500938,TF102740,0.1,low spend per game,renewed
STH507695,TF122667,43.6,"low game attendance, low total spend",renewed
STH504512,TF113282,0.1,low spend per game,renewed
STH501728,TF105055,0.0,no dominant single factor,renewed
STH507809,TF122959,0.1,"tenure, low spend per game",renewed
STH504968,TF114738,0.1,no dominant single factor,renewed
STH503040,TF108837,55.2,"low game attendance, low total spend",renewed
STH504636,TF113642,4.1,low email engagement,renewed
STH501220,TF103600,0.2,low spend per game,renewed
STH503556,TF110402,2.5,no dominant single factor,renewed
STH504371,TF112848,0.3,low email engagement,renewed
STH504237,TF112418,1.1,"few emails received, low spend per game",renewed
STH502396,TF106978,0.1,no dominant single factor,renewed
STH503169,TF109230,0.0,no dominant single factor,renewed
STH500032,TF100086,0.4,no dominant single factor,renewed
STH504035,TF111836,0.2,tenure,renewed
STH501949,TF105726,1.3,low spend per game,renewed
STH507853,TF123081,0.2,tenure,renewed
STH500665,TF101877,0.1,long gap since last game attended,renewed
STH502251,TF106550,5.4,low spend per game,renewed
STH508312,TF124418,1.1,low game attendance,renewed
STH500209,TF100566,0.1,low spend per game,renewed
STH501740,TF105095,0.1,no dominant single factor,renewed
STH500224,TF100619,0.1,few emails received,renewed
STH506808,TF120183,0.1,no dominant single factor,renewed
STH508423,TF124758,0.1,tenure,renewed
STH506044,TF117989,0.1,low spend per game,renewed
STH502639,TF107666,10.5,"few emails received, low email engagement",renewed
STH503312,TF109645,0.3,tenure,renewed
STH502686,TF107811,0.1,no dominant single factor,renewed
STH504506,TF113270,6.4,"low total spend, tenure",renewed
STH505409,TF116111,1.8,"long gap since last game attended, low email engagement",renewed
STH501698,TF104968,0.2,tenure,renewed
STH504897,TF114490,0.2,low spend per game,renewed
STH508422,TF124757,95.4,"low total spend, low game attendance",not_renewed
STH500565,TF101593,0.1,tenure,renewed
STH501122,TF103279,3.9,low email engagement,renewed
STH504925,TF114586,0.1,tenure,renewed
STH505972,TF117779,0.7,tenure,renewed
STH500975,TF102861,0.1,no dominant single factor,renewed
STH508146,TF123961,70.0,"low total spend, low game attendance",not_renewed
STH502977,TF108628,97.2,"low total spend, low game attendance",not_renewed
STH505381,TF116007,0.1,no dominant single factor,renewed
STH503164,TF109194,1.0,"few emails received, low spend per game",renewed
STH504310,TF112632,0.1,"low spend per game, tenure",renewed
STH501418,TF104152,0.1,no dominant single factor,renewed
STH502755,TF107998,1.4,low game attendance,renewed
STH502899,TF108403,0.1,tenure,renewed
STH502751,TF107986,0.1,few emails received,renewed
STH503788,TF111086,10.3,"low total spend, low game attendance",renewed
STH503214,TF109354,61.9,"low total spend, low game attendance",renewed
STH506716,TF119910,0.1,"tenure, few emails received",renewed
STH508117,TF123864,0.1,no dominant single factor,renewed
STH504520,TF113307,0.7,"tenure, low spend per game",renewed
STH505580,TF116621,96.7,"low total spend, low game attendance",not_renewed
STH502264,TF106583,0.2,tenure,renewed
STH508298,TF124383,0.0,no dominant single factor,renewed
STH504279,TF112556,0.1,no dominant single factor,renewed
STH507528,TF122210,15.8,"low total spend, tenure",renewed
STH505601,TF116698,0.3,tenure,renewed
STH507829,TF123013,0.2,no dominant single factor,renewed
STH502362,TF106892,16.7,"long gap since last game attended, low email engagement",renewed
STH501538,TF104508,84.4,"low game attendance, low total spend",not_renewed
STH505984,TF117818,0.1,no dominant single factor,renewed
STH500658,TF101850,1.1,"few emails received, low spend per game",renewed
STH503631,TF110612,98.4,"low total spend, low game attendance",not_renewed
STH507065,TF120884,0.6,low spend per game,renewed
STH500734,TF102126,0.1,tenure,renewed
STH500967,TF102845,0.1,tenure,renewed
STH500252,TF100681,0.5,low spend per game,renewed
STH502973,TF108618,0.1,low spend per game,renewed
STH504497,TF113246,0.1,few emails received,renewed
STH502232,TF106506,0.1,tenure,renewed
STH500056,TF100183,7.3,"low game attendance, low total spend",renewed
STH505854,TF117396,0.2,low spend per game,renewed
STH500419,TF101174,0.1,"tenure, low spend per game",renewed
STH508442,TF124816,2.4,tenure,renewed
STH507782,TF122878,0.2,few emails received,renewed
STH500723,TF102107,0.5,long gap since last game attended,renewed
STH503662,TF110723,0.1,few emails received,renewed
STH506438,TF119114,0.3,"low spend per game, tenure",renewed
STH502860,TF108315,0.2,no dominant single factor,renewed
STH505852,TF117393,0.2,few emails received,renewed
STH505916,TF117617,2.9,low spend per game,renewed
STH502012,TF105898,0.1,no dominant single factor,renewed
STH505944,TF117693,0.7,tenure,renewed
STH500379,TF101062,13.7,"low game attendance, low total spend",renewed
STH501979,TF105809,0.1,tenure,renewed
STH500357,TF100985,0.2,tenure,renewed
STH503336,TF109715,0.1,no dominant single factor,renewed
STH504081,TF111957,0.4,"low spend per game, few emails received",renewed
STH501153,TF103391,0.1,tenure,renewed
STH501967,TF105769,0.1,no dominant single factor,renewed
STH508076,TF123768,0.2,no dominant single factor,renewed
STH506477,TF119242,92.7,"low total spend, low game attendance",not_renewed
STH507795,TF122919,98.6,"low total spend, low game attendance",not_renewed
STH502022,TF105933,98.7,"low total spend, low game attendance",not_renewed
STH505725,TF117066,0.0,no dominant single factor,renewed
STH502235,TF106515,0.2,no dominant single factor,renewed
STH501124,TF103284,0.1,no dominant single factor,renewed
STH503597,TF110521,10.9,"low game attendance, low total spend",renewed
STH502945,TF108530,0.4,no dominant single factor,renewed
STH500556,TF101566,0.0,no dominant single factor,renewed
STH501833,TF105373,0.2,low email engagement,renewed
STH502933,TF108499,2.6,long gap since last game attended,renewed
STH504137,TF112114,0.1,tenure,renewed
STH504114,TF112053,0.2,no dominant single factor,renewed
STH505025,TF114924,0.1,no dominant single factor,renewed
STH500283,TF100776,0.1,tenure,renewed
STH508260,TF124267,98.1,"low total spend, low game attendance",not_renewed
STH505731,TF117082,0.1,low email engagement,renewed
STH500855,TF102502,0.1,no dominant single factor,renewed
STH501946,TF105712,0.1,tenure,renewed
STH505739,TF117104,0.9,no dominant single factor,renewed
STH500943,TF102746,0.1,no dominant single factor,renewed
STH505875,TF117473,0.1,no dominant single factor,renewed
STH506977,TF120632,0.1,low spend per game,renewed
STH507005,TF120714,0.3,"tenure, low spend per game",renewed
STH500277,TF100756,7.1,low game attendance,renewed
STH501773,TF105198,0.1,no dominant single factor,renewed
STH506844,TF120273,0.2,no dominant single factor,renewed
STH502284,TF106651,0.1,no dominant single factor,renewed
STH503798,TF111107,0.2,tenure,renewed
STH502321,TF106776,29.4,"low total spend, low game attendance",not_renewed
STH504030,TF111821,3.4,low email engagement,renewed
STH503310,TF109640,0.1,few emails received,renewed
STH500769,TF102239,1.2,few emails received,renewed
STH500672,TF101900,0.1,no dominant single factor,renewed
STH506529,TF119389,0.1,few emails received,renewed
STH502680,TF107783,0.1,"tenure, low email engagement",renewed
STH501088,TF103192,0.1,low email engagement,renewed
STH502298,TF106702,0.0,no dominant single factor,renewed
STH502198,TF106404,2.3,"tenure, low email engagement",renewed
STH503501,TF110252,86.2,"low game attendance, low total spend",not_renewed
STH507924,TF123306,0.1,no dominant single factor,renewed
STH503093,TF108994,0.3,"low email engagement, low spend per game",renewed
STH507822,TF122993,0.1,low email engagement,renewed
STH501680,TF104921,7.7,"low email engagement, tenure",renewed
STH508404,TF124699,0.1,long gap since last game attended,renewed
STH506200,TF118394,0.1,long gap since last game attended,renewed
STH508139,TF123938,0.1,few emails received,renewed
STH508137,TF123932,0.1,low spend per game,renewed
STH505060,TF115016,0.1,few emails received,renewed
STH501589,TF104647,0.1,no dominant single factor,renewed
STH504787,TF114138,0.1,low email engagement,renewed
STH503237,TF109416,2.6,few emails received,renewed
STH501900,TF105581,0.2,no dominant single factor,renewed
STH503278,TF109538,1.5,"low spend per game, tenure",renewed
STH504240,TF112441,0.1,no dominant single factor,renewed
